,Index,Cities,Recipient Name,Lat,Lon,Long Description,Value,YEAR,Donor Agency,duplicate_project,City
101,811.0,Pristina,"Developing countries, unspecified",,,"Renovations to increase the energy efficiency of the Don Bosco School in Pristina, Kosovo",0.0,2022.0,BMZ,no,Pristina
102,815.0,Nairobi,Kenya ,,,"Strengthening the waste recycling management of 35 Youth and Women groups for a more healthy living environment in Kasarani sub county, Nairobi.",0.001155,2022.0,BMZ,no,Nairobi
103,816.0,Marka,"Middle East, regional",,,"Nearly one-third of the total registered Palestinian refugee population of 5.7 million live in refugee camps that were set up after 1948 and 1967 in Jordan, Syria, Lebanon and the Palestinian territories. While there is no political solution in sight, the living conditions in almost all camps are characterized by overpopulation, poverty, hopelessness and inadequate sanitary and hygienic conditions. Œ ŒThe objective of the REPAC programme is to promote improved access to demand-oriented social and economic infrastructure for the population in and around Palestinian refugee camps in the Middle East. Through improvements in the living conditions and a more sustainable provision of basic services for the refugee population, the REPAC programme aims to contribute to securing peace and stability in the region as well as promoting socical cohesion among camp communities. Œ ŒREPAC is designed as an open programme and includes two project components: Project component A comprises social and economic infrastructure measures that are designed and implemented in selected UNRWA refugee camps using a participatory approach (Camp Improvement Plans, CIP). Project component B also includes investment measures in the area of &#8203;&#8203;social and economic infrastructure, which can however be implemented by UNRWA without prior participatory processes. Phase XII of the programme foresees a continuation of infrastructure improvements in the refugee camps Khan Younis and Deir el Balah in the Gaza Strip and Marka in Jordan. Œ ŒThe target group of the programme are Palestinian refugees in the Middle East; implementation partner is the United Nations Relief and Works Agency for Palestine Refugees (UNRWA).",0.02,2022.0,BMZ,no,Marka
104,851.0,Lubumbashi,Democratic Republic of the Congo,-11.6642316,27.4826264,Electricity and potable water supply for basic health centres in the archdiocese of Lubumbashi,0.00062475,2022.0,BMZ,no,Lubumbashi
105,865.0,Gaza,"Middle East, regional",,,"Based on the existing UNRWA education and health programme, the project includes two components: (1) procurement and implementation of a new health management information system (software) including a change management process and (2) further development of an interactive online learning system in addition to an expansion of access to internet and technology (hardware). The new health system is to be rolled out in stages in all five UNRWA target regions (""Fields""). Access to internet and hardware (education component) will be provided on a pilot basis to selected UNRWA schools in Gaza and Jordan. ŒThe aim of the project is to ensure and improve access, quality and efficiency of health and education services during and after the  pandemic, tailored to the needs of Palestinian refugees. ŒThe project executing agency is the United Nations Relief and Works Agency for Palestine Refugees (UNRWA).",0.07912418809999999,2022.0,BMZ,no,Gaza
106,870.0,Tumaco,Colombia,1.8077554,-78.7705977,"Strengthening of leaders for the implementation of the peace agreement in the Diocese of Tumaco, Colombia",0.0012149,2022.0,BMZ,no,Tumaco
107,912.0,Beni,Democratic Republic of the Congo,9.5293472,2.2584408,Conflict prevention in the catchment area of the small hydropower plants in the Lubero and Beni areas,0.0006615,2022.0,BMZ,no,Beni
108,917.0,Most,Ghana,,,"Population growth, increasing prosperity and changing consumer habits as well as illegal imports are leading to ever larger quantities of electrical and electronic waste (e-waste) in Ghana. Most of the e-waste is processed, recycled or disposed of mainly by people working in the so-called informal sector. To obtain the valuable metals that can be recycled or sold, plastic parts are incinerated rather than being disposed of properly. This is extremely harmful to the health of the workers involved and to the environment, but it is also cheaper than sound recycling and disposal by formal sector companies, who need to comply with all relevant environmental and social standards. The objective of the project is to support sound recycling and disposal of e-waste in Ghana. This shall be achieved through the development of a financial incentive system, which shall also inform the establishment of the national e-waste recycling system. The project also places importance on the involvement of the informal sector workers, who shall remain integrated in the system without pursuing harmful recycling activities. Through the project the e-waste types that are recycled or disposed of in a particularly harmful way, such as cables and thermoplastics, are bought from collectors and recyclers from the informal sector. The collected e-waste is then tendered to accredited recycling companies who recycle and dispose of the e-waste according to relevant environmental and social standards. The collection of e-waste is undertaken at a hand-over center, built during the first phase of the project. The target group of the project includes collectors and recyclers of waste in the informal sector in Ghana's urban centers as well as private companies in the waste and recycling sector in Ghana whose recycling capacities will be enhanced. Project executing agency is the Ghanaian Ministry of Environment, Science, Technology and Innovation.",0.0,2022.0,BMZ,no,Most
109,920.0,Kinshasa,Democratic Republic of the Congo,-4.3217055,15.3125974,Improving health care in four rural health zones in Kinshasa and Kongo  provinces,0.0013798925,2022.0,BMZ,no,Kinshasa
110,921.0,Nairobi,Kenya ,,,Food security and increasing the economic resilience of vulnerable households in Limuru and Nairobi,0.0,2022.0,BMZ,no,Nairobi
111,936.0,Nairobi,Kenya ,,,"Every year between 800,000 and 1,000,000 young Kenyans enter the labor market, only a very small part of which can be absorbed by the formal labor market. As a result, only a few young Kenyans find direct employment. Œ ŒThe purpose of the project is to create jobs through self-employment, permanent employment, support in founding a start-up or the promotion of a young company. This is intended to help improve the employability of skilled workers in Kenya. ŒThe start-up center is intended to provide Kenyan youth, young self-employed people, start-ups and young growing companies with vouchers for services in order to create additional employment. ŒEssential measures to achieve the goal are the provision of vouchers for services that young companies need, advice for start-ups on service offers, and the establishment of a one-stop shop for founders. ŒThe project partner is the Kenyan Ministry for Co-operatives and MSME and Development. ŒAs a target group, the main beneficiaries are young Kenyans who have completed their education and want to start their careers. ŒThe project will start in Nairobi with nationwide outreach.",0.0,2022.0,BMZ,no,Nairobi
112,940.0,Hyderabad,Pakistan,25.3801017,68.3750376,"Urban food production - increasing resilience for urban poor households in marginalized neighborhoods of Hyderabad, Sindh",0.00032629,2022.0,BMZ,no,Hyderabad
113,943.0,Karachi,Pakistan,24.8546842,67.0207055,Support for integrated urban development processes in Karachi,0.00032325,2022.0,BMZ,no,Karachi
114,956.0,Bhuj,India ,,,Building climate resilience in Bhuj through participatory and inclusive approaches,0.00062985,2022.0,BMZ,no,Bhuj
115,969.0,Chinhoyi,Zimbabwe,-17.3615308,30.1929353,"Improving the income situation, access to water and hygiene conditions in rural areas of the Diocese of Chinhoyi",0.0011,2022.0,BMZ,no,Chinhoyi
116,970.0,Dipolog,Philippines,8.5864062,123.3449371,"Promoting climate-resilient agricultural development in the Diocese of Dipolog, Mindanao, Philippines",0.0010095,2022.0,BMZ,no,Dipolog
117,974.0,Ipiales,Colombia,0.8278641,-77.6402069,"Promoting holistic ecology and human development of indigenous and smallholder communities in the Diocese of Ipiales, Colombia",0.00062,2022.0,BMZ,no,Ipiales
118,977.0,Windhoek,Namibia,-22.5776104,17.0772739,"The project is to finance the construction of another so-called Direct Potable Reclamation (DPR 2) plant in Windhoek. This technological term refers to a plant that treats treated wastewater to drinking water quality, which is then fed back into the city's drinking water cycle. Since the 1960s, Namibia has been a global pioneer in the use of this sophisticated technology, which already ensures up to 25% of Windhoek's drinking water supply. With the construction of a second DPR plant, this share can be increased to up to 50% and the resilience of the rapidly growing capital against water shortages and droughts can be strengthened. Œ ŒAgainst the background of the limited capacities of the usable surface drinking water sources and the population growth of Windhoek, there is a high need for investment in the water infrastructure. The project contributes to improving access to drinking water for the urban population and businesses, taking into account the impacts of climate change (extreme weather events, persistent droughts, reduced rainfall, etc.). It thus makes a direct and immediate contribution to Namibia's adaptation to climate change and to resource conservation. In addition, the DPR II project contributes to the achievement of the Namibian Government's Vision 2030. Œ ŒKfW is granting the Namibian Ministry of Finance a low-interest loan in local currency to finance the first expansion phase of the project. The project executing agency is the national water authority Namibia Water Corporation. Œ ŒThe successful implementation of DPR 2 goes hand in hand with substantial reconstruction and connection measures at the Gammams and Otjomuise wastewater treatment plants in Windhoek. These measures, which are necessary for the operation of DPR 2, are to be implemented in parallel.",0.0,2022.0,BMZ,no,Windhoek
119,984.0,Yogyakarta,Indonesia,-7.9778383999999996,110.36722565020224,"HIV/AIDS in Yogyakarta and Westtimor, phase 2",0.00108057,2022.0,BMZ,no,Yogyakarta
120,990.0,Thala,Tunisia,35.5717763,8.6708968,"Le Projet constitue la deuxième phase du Programme « Assainissement de 10 Moyennes Villes », qui est mis en oeuvre depuis 2015. L'objectif du Projet est de recueillir, nettoyer et éliminer correctement et de manière efficace, écologique et hygiénique les rejets domestiques, commerciaux et le cas échéant industriels dans les villes du projet pour contribuer à un bilan hydrique durable et résilient au climat, avec un impact socio-économique et une focalisation sur les zones défavorisées. Œ ŒAfin d'atteindre cet objectif, le Projet concerne la construction des stations d'épuration (STEP), la réhabilitation, l'interception et l'extension des réseaux d'assainissement existants et la construction des systèmes de transfert pour traiter les eaux usées collectées dans des villes moyennes dans les régions défavorisées de l'Ouest, du Centre et du Sud de la Tunisie. Le projet est mis en oeuvre par l'Office National de l'Assainissement (ONAS) est il est cofinancé par le SECO. Œ ŒLes résidents des villes concernées par le projet constituent la population cible du projet. Œ Œ Le Programme est réalisé en phases selon la disponibilité des fonds. Les villes qui font l'objet des phases I et II du projet sont les agglomérations de Gafsa Ksar, M'Dhilla, Souassi, Thala et Feriana. Les composantes dans les villes de Tajerouine, Dahmani / Ksour, Redeyef, Moulares, et Souk Lahad seront réalisées dans des phases futures. Œ ŒLe Projet est accompagné par une Mesure d'Accompagnement, qui concerne l'amélioration de l'acceptabilité sociale des projets d'assainissement. Œ",0.0,2022.0,BMZ,yes,Thala
121,992.0,Paris,"Developing countries, unspecified",,,Positioning of the cross-sectoral importance of water (SDG 6) for achieving the goals of the 2030 Agenda as well as the Paris climate goals implementation of the NDCs-NAPs.,0.0010559592999999999,2022.0,BMZ,no,Paris
122,996.0,Siliana,Tunisia,35.9715323,9.3577128756367,"Le Projet concerne le développement agricole et rural autour d'environ 18 lacs collinaires et autres ouvrages hydrauliques existants dans les gouvernorats tunisiens de Siliana, Kasserine et Jendouba. L'objectif du Projet est d'améliorer l'accès à et la disponibilité de l'eau ainsi que la gestion durable et intégrée des ressources naturelles dans les régions concernées, afin de contribuer à un bilan hydrique durable et résilient au climat et une amélioration des conditions socio-économiques de vie des populations des régions tunisiennes rurales défavorisées. Le projet est cofinancé par un mandat de l' Européenne. Œ ŒLes mesures á financer sous le projet sont définies lors d'un processus participatif avec la population cible autour de chaque lac/barrage collinaire ciblé par le Projet. Elles peuvent par exemple inclure les activités suivantes : Œ1. Travaux d'aménagement ou de réhabilitation des lacs collinaires ou d'autres ouvrages hydrauliques; Œ2. Actions visant une meilleure mise en valeur des ouvrages hydrauliques et des ressources en eau et en sol (p.ex. systèmes efficaces d'irrigation); Œ3. Travaux de conservation des eaux et du sol et systèmes de collecte d'eau pluviale (p.ex. protection contre les érosions); Œ4. Mesures complémentaires pour la promotion du développement socio-économique local (p.ex. pistes rurales, alimentation en eau potable, réhabilitation d'infrastructure sociale); Œ5. Formation et accompagnement des groupes d'usagers, des agriculteurs et de la population cible ainsi que de manière ponctuelle de l'administration Tunisienne concernée par le Projet.",0.0,2022.0,BMZ,yes,Siliana
123,1003.0,Ciudad Juárez,Mexico,31.7097961,-106.455581,"Social participation and integral human development of young people from poor neighborhoods in Ciudad Juárez, Chihuahua.",0.000245,2022.0,BMZ,yes,Ciudad Juárez
124,1006.0,Tirana,Albania,41.3305141,19.825562857582966,"Vocational Training Partnership between Chamber of Crafts Dortmund and the vocational school ""Shën Jozefi Punëtor"" as well as the CCI Tirana",0.0,2023.0,BMZ,no,Tirana
125,1010.0,Gaza,Palestinian Territory,31.5128679,34.4581358,"Psychological support for children, young people and their families in Gaza",0.0008,2023.0,BMZ,no,Gaza
126,1013.0,Sabaneta,Dominican Republic,,,"Agricultural Diversification and Empowerment of Farming Families in the Government District of Sabaneta, Santiago Rodríguez",0.00026,2022.0,BMZ,no,Sabaneta
127,1024.0,Karonga,Malawi,-10.08474695,33.86619181196623,Gender Sensitisation and Safeguarding in the Diocese of Karonga,0.00074,2022.0,BMZ,no,Karonga
128,1033.0,Bonn,"Developing countries, unspecified",,,Support to the Knowledge Centre for Sustainable Development of the UNSSC in Bonn,0.01817268,2022.0,BMZ,no,Bonn
129,1037.0,Cartagena,Colombia,10.4195841,-75.5271224,"Strengthening citic participation and reducing violence against human rights defenders and leaders in Cartagena, Colombia",0.00055905,2022.0,BMZ,no,Cartagena
130,1046.0,Mopti,Mali,14.514489000000001,-3.646458060483871,"Le projet vise à améliorer la situation alimentaire des populations rurales du Mali par la mise en place d'infrastructures d'irrigation et agricoles. Cela passe à la fois par une utilisation accrue et équitable du potentiel d'irrigation, par une gestion durable et respectueuse des ressources des terres cultivées et par des campagnes de formation pour femmes sur l'amélioration des pratiques alimentaires. En outre, les thèmes de la production et de la diversification agro-écologiques ainsi que de la mise en valeur et de l'entretien durables sont mis en avant. ŒLe groupe cible du projet est composé d'environ 50 000 personnes dans les régions de Mopti et de Tombouctou. Le groupe cible comprend surtout des familles de petits paysans et des petites entreprises du secteur agricole, avec un accent explicite sur les femmes et les jeunes. La mise en uvre est assurée par la Direction Nationale du Génie Rural (DNGR) comme promoteur national, appuyé par un consultant international, ce qui permet à l'État malien de montrer sa présence dans des régions où la sécurité est critique et de contribuer ainsi à la paix et à la stabilisation. Le coût total du programme devrait s'élever à 10,6 millions d'euros, répartis entre une contribution de la Coopération financière de 10 millions d'euros et une contribution de 0,6 million d'euros à la charge de l'État malien et des bénéficiaires.",0.0,2022.0,BMZ,no,Mopti
131,1051.0,Dragash,Kosovo,42.00441405,20.677965317930536,"The overall increase in electricity consumption in Kosovo can currently only be met inadequately. Electricity consumption is limited by numerous supply interruptions. With limited domestic production, the growing demand cannot be fully met even by imports. Moreover, import prices are currently particularly high. Œ ŒThe FC project is now intended to contribute to improving the power transmission network in Kosovo and comprises several measures, including the construction of the substation in Dragash with the associated transmission lines and the installation of a transformer at the Klina substation (Albania). The project objective is to contribute to the reduction of electricity losses and to the cost-effective and sustainable improvement of electricity supply security as well as to the integration of Kosovo's electricity market into the European one. By achieving the project objective, the project contributes at the higher level to ensuring that households, public institutions and companies connected to the Kosovar electricity grid are supplied with electricity in a secure and climate-friendly manner. The target group is Kosovar and Albanian electricity consumers in the towns of Dragash and Klina, who will benefit directly from the increased security of supply. The borrower and beneficiary is the Republic of Kosovo, represented by the Ministry of Finance. The project executing agency is the Kosovar Electricity Transmission Company KOSTT.",0.0,2022.0,BMZ,no,Dragash
132,1058.0,Yangon,Myanmar (Burma),,,Resilience building for urban poor communities in Yangon,0.0,2023.0,BMZ,no,Yangon
133,1060.0,Irbid,Jordan,32.5556091,35.8493023,"The King Abdallah Canal (KAC) carries water from the northern to the southern Jordan Valley, which is used for both drinking water supply and irrigation purposes. The advanced age and poor condition of the KAC, as well as unauthorized abstractions, contribute to significant water losses along the canal, while at the same time water in Jordan is becoming increasingly scarce and expensive new resources, mainly through the energy-intensive desalination of seawater and brackish water, must be developed to meet the country's water needs in the medium term. Œ ŒAgainst this background the project supports the rehabilitation of the northern section of the KAC over its full length (65km) and the procurement of complementary equipment for operation and maintenance. A parallel investment project of the European Investment Bank, on the other hand, focuses on the southern section of the KAC. Œ ŒThe objective of the FC project is to reduce water losses and to increase the amount of drinking water available for Irbid and Amman. This shall reduce the need for the costly and energy-intensive use of alternative resources and contribute to adaptation to climate change by protecting Jordan's scarce water resources. Œ ŒThe target group is, on the one hand, the population in the greater areas of Amman and Irbid, who benefit from a secure water supply. On the other hand, the public water utilities as well as the Water Authority Jordan (WAJ) benefit, since due to the additional water quantities from the KAC they can cover the drinking water supply more cost-effectively overall and require less desalinated water. Œ ŒThe project executing agency is the Jordan Valley Authority (JVA), which is subordinate to the Jordanian Ministry of Water and Irrigation (MWI).",0.0,2022.0,BMZ,yes,Irbid
134,1069.0,Along,Somalia,,,"This projects aims at improving the food security and health of pregnant women and children under the age of two through regular cash transfers and at supporting the constitution of a social security system. The pregnant women also benefit from services at health centres as well as from the support of midwifes and social workers. Along with the constitution of the social security system, measures to support a healthy diet and health services will be implemented through the so calles ""Cash-Plus"" component. The women who are receiving the cash transfers will also benefit from pregnancy check-ups, vaccinations for their children and trainings to the topics of health, adequate infant nutrition and family planning. Œ ŒThe direct target group includes 30.000 women in still to be selected communities in Somalia, who receive regular, unconditional cash transfers and benefit from the above mentioned accompaning measures. In addition to that 30.000 infants will be reached indirectly.",0.3,2022.0,BMZ,no,Along
135,1075.0,Cochabamba,Bolivia,-17.401245799999998,-66.16756808852,"Promoting the human rights of children, young people and senior citizens in Valle Alto de Cochabamba, Bolivia",0.0002,2023.0,BMZ,no,Cochabamba
136,1081.0,Batumi,Georgia,41.6509502,41.6360085,"Within the FC-financed projects (Municipal Infrastructure Georgia - ""Batumi Phases I-IV""), Batumi's municipal water infrastructure has been comprehensively rehabilitated and expanded in a step-by-step process over the past 15 years. However, as a result of the growth in the number of inhabitants and tourism in Batumi, the facilities for water supply and wastewater disposal are no longer sufficient. Supplementary investments under project phase V are also intended to ensure future water supply and wastewater disposal. The target group of the project are the inhabitants (approx. 172,000) and the visitors of the city of Batumi. The objective is to improve water supply and wastewater disposal for the target group in terms of sustainability, environmental compatibility, access and security of supply.Measures in the areas of drinking water treatment (e.g. rehabilitation of the central water treatment plant) as well as drinking water distribution, wastewater collection and expansion of the wastewater treatment plant (to increase capacity and adapt to new EU-compliant treatment standards) are to be implemented under the project. A accompanying measure will strengthen the capacity of the executing agency as well as the operator to operate the systems properly. The borrower is the Georgian State, represented by the Ministry of Finance, and the promoter is the City of Batumi. ŒThe total cost of the project (Phase V) is estimated at around EUR 80 million.  this, EUR 53 million will be financed as an FC loan and EUR 2 million grant for an accompanying measure.. The Georgian counterpart contribution amounts to up to EUR 25 million.",0.0,2022.0,BMZ,no,Batumi
137,1084.0,Carrefour,Haiti,18.5345373,-72.4092495,"Self-organised neighbourhood improvement and reforestation in the community of Carrefour, Haiti",0.00014,2022.0,BMZ,no,Carrefour
138,1088.0,Mizque,Bolivia,-18.037673400000003,-65.51191214851153,"Improving nutrition through products of organic farming and their marketing in the municipality of Mizque in Cochabamba, Bolivia",0.00063,2022.0,BMZ,yes,Mizque
139,1090.0,Jérémie,Haiti,18.6445835,-74.1139182,Promotion of agro-ecological cultivation and farming methods in four parishes of the Diocese of Jérémie,0.00026565,2022.0,BMZ,no,Jérémie
140,1096.0,Coyah,Guinea,9.709041,-13.388956,"Health care through a waste management system, water and sanitation and hygiene sensibilisation in Coyah and the Iles de Loos as a foundation for sustainable development SDG 3,6,17.",0.0014499,2022.0,BMZ,no,Coyah
141,1107.0,Cebu,Philippines,10.2931062,123.9020773,Strengthening Women Protection against Violence and Provision of Legal Aid and Psychosocial Services in Cebu,0.00136505,2022.0,BMZ,no,Cebu
142,1110.0,Takum,Nigeria,7.266667,9.983333,"Improving access to drinking water in Ardokola and Takum, Nigeria",0.00035,2022.0,BMZ,no,Takum
143,1112.0,Zanzibar,Tanzania,-6.09994425,39.32094431715264,"Creating conditions for healthy ageing: Promoting an inclusive, formal and informal Health System in Zanzibar",0.0004648875,2022.0,BMZ,no,Zanzibar
144,1118.0,Ciénaga,Colombia,11.0062433,-74.241022,"Organizational and socio-economic empowerment of smallholder families to improve food security and environmental governance in Ciénaga, Colombia",0.00017,2022.0,BMZ,no,Ciénaga
145,1120.0,Salvador,Brazil,-12.9822499,-38.4812772,"Strengthening the rights of children and adolescents in marginalized neighborhoods of Salvador, continuation",0.000230035,2022.0,BMZ,no,Salvador
146,1121.0,Palestine,Palestinian Territory,31.462420950000002,34.262716572130714,"The aim of the program is to improve the employment situation in the Palestinian Territories quantitatively, qualitatively and institutionally/infrastructurally. To this end, the module finances strategic investments in the vocational training sector in Palestine via a vocational training fund in order to open up new income and employment prospects, especially for young people. The aim is to improve the ability of Palestinian graduates to connect to the labor market through appropriate vocational training programs. The focus of the funding is on Palestinian institutions in the field of technical and vocational education and training that are explicitly geared to labor market-oriented employment promotion and are linked as directly as possible to the private sector. The fund is primarily used to finance better equipment and the modernization of existing public buildings and private vocational training institutions in the West Bank, East Jerusalem and the Gaza Strip. In justified individual cases, new buildings can also be financed. ŒFurthermore, a new TVET  is to be established at the Nablus site as a unit of the Palestinian TVET Commission. Under the political control of the TVET Commission, the TVET  is to assume overarching and structural tasks in the sector that are necessary for a structured vocational education and training sector but have not been performed or have been performed only inadequately to date (""System Wide Services"", SWS). The targeted responsibilities of the TVET  include, for example: Teacher training, scientific monitoring of vocational training, quality assurance of training, involvement of the private sector, promotion of gender-equitable vocational training and inclusion, development, modernization and standardization of vocational training standards, and specifications for the creation of equal opportunities for vocational students. Œ",0.0,2022.0,BMZ,yes,Palestine
147,1129.0,Rio Grande,Brazil,-32.0334252,-52.0991297,Increasing civic participation to guarantee rights of marginalized communities in Rio Grande do Sul,0.00029175,2022.0,BMZ,no,Rio Grande
148,1130.0,Gaza,Palestinian Territory,31.5128679,34.4581358,Enhancing the resilience of small-scale farmers and communities affected by natural hazards and multifaceted crises in Gaza,0.002990035,2022.0,BMZ,no,Gaza
149,1140.0,Bangalore,India ,,,Basic education for children of migrant workers' families as well as quarry workers' families in the districts of Bangalore and Chikkaballapura,0.00021,2022.0,BMZ,no,Bangalore
150,1157.0,Una,Mexico,,,"Los ecosistemas únicos, su biodiversidad y la provisión de bienes y servicios de los ecosistemas en el centro de México se ven cada vez más amenazados. Las actividades ilegales, el uso insostenible de la tierra y los incendios forestales son las principales amenazas. La pandemia de COVID-19 ha agravado la situación financiera en las áreas naturales protegidas, debido a la fuerte disminución de los ingresos procedentes del cobro de derechos de entrada. Œ ŒEl proyecto ""Conservación y uso Sostenible en Montañas y Sierras (CoSMoS)"" pretende mejorar el estado de conservación y el uso sostenible de los ecosistemas del centro de México. El proyecto contribuye a la recuperación económica post-pandemia COVID-19, protegiendo el clima mundial (ODS 13) y conservando la biodiversidad (ODS 15). Œ ŒLas medidas apoyadas consisten en una combinación de protección, restauración y vigilancia, monitoreo y promoción económica. Las pricnipales medidas para alcanzar el objetivo del proyecto son promover la gestión efectiva de las áreas nacionales protegidas (ANP) federales y la restauración de los ecosistemas. Además, financiar medidas para promover una gestión sostenible de los bienes y servicios ecosistémicos, promover el desarrollo de la infraestructura digital y desarrollar un concepto de comunicación. Œ ŒLa receptora de los recursos de hasta 25 millones de euros y entidad ejecutora del proyecto es el Fondo Mexicano para la Conservación de la Naturaleza, A.C. (FMCN). Una parte de los recursos financieros es ejecutado por CONANP y por CONABIO. Œ ŒEl grupo meta directo es la población de las ANP, los propietarios y empleados de las PyMEs agrícolas y turísticas seleccionadas y los empleados de CONANP, CONABIO, FMCN y representantes locales de OSC. El grupo meta indirecto son alrededor de 30 millones de personas habitantes de la Zona Metropolitana de la Ciudad de México. Œ ŒEl área del proyecto incluye 18 ANP federales y sus territorios adyacentes en la ZMCM.",0.0,2022.0,BMZ,no,Una
151,1164.0,Yambio,South Sudan,4.5680716,28.39767,"Training of teachers for primary schools in Yambio, South Sudan",0.000504,2022.0,BMZ,no,Yambio
152,1166.0,Mzuzu,Malawi,-11.4607518,34.0226422,"Promoting gender equality and strengthening the right to education for girls in the Diocese of Mzuzu, Malawi",0.001151,2022.0,BMZ,no,Mzuzu
153,1177.0,Belém,Brazil,-1.45056,-48.4682453,"Socio-political education and networking for human rights in the metropolitan area of Belém, phase 2",0.001210035,2022.0,BMZ,no,Belém
154,1191.0,Wa,Cambodia,,,Improving health situation in western Cambodia by WaSH capacity building in community health centers and communities.,0.000285165,2022.0,BMZ,no,Wa
155,1203.0,Luanda,Angola,-8.8272699,13.2439512,"Strengthening and consolidating initiatives to protect children in street situations in Luanda, Angola",0.0032253,2022.0,BMZ,no,Luanda
156,1214.0,Varanasi,India ,,,Enforcement of the rights of low-income and caste-discriminated population groups in Varanasi,0.0,2022.0,BMZ,no,Varanasi
157,1230.0,Hurghada,Egypt,27.222556,33.8307062,"The Egyptian economy suffers from a shortage of well-trained specialists. At the same time, there is a very high number of young people looking for work. Due to high population growth, about 850,000 young people enter the labor market each year, most of whom do not find employment in the formal sector. A central cause of this disparity is inadequate vocational training at state vocational schools. Graduates do not have the skills needed in the private sector and, accordingly, are not hired in their skill areas. The Egyptian government has recognized the need for a comprehensive transformation in the vocational training sector and launched the ""Technical Education 2.0"" reform. Œ ŒThe project focuses on adequate and practical training of teachers from state vocational training schools and training personnel from the private sector in accordance with the new quality standards of the Egyptian education reform. The aim is to improve the quality, broad impact, and reputation of vocational training. This is intended to improve the institutional and human resource conditions for sustainable and job-creating economic growth in Egypt. Œ ŒTo this end, three centers of excellence - including one each in Hurghada and Aswan - are being expanded to include modern training centers where advanced training courses of the Technical Vocational Education Teachers Academy (TVETA) can be held. The project is financing the design, construction and equipping of the training centers. The design of the training centers will be based on modern didactic and educational standards for dual vocational training. Furthermore, financial incentives for the further education of teachers and in-company trainers will be provided. The recipient of the funds and the project executing agency is the Arab Republic of Egypt, respectively represented by the  Bank of Egypt and the Ministry of Education.",0.0,2022.0,BMZ,yes,Hurghada
158,1241.0,Port Elizabeth,South Africa,-33.9618359,25.6186512,Support for disadvantaged children and young people in a township in Port Elizabeth,0.0011676,2022.0,BMZ,no,Port Elizabeth
159,1264.0,Les Cayes,Haiti,18.1944428,-73.7511601,Availability and quality assurance of housing after the earthquake in the Les Cayes area,0.001785,2022.0,BMZ,no,Les Cayes
160,1266.0,Mombasa,Kenya ,,,Strengthening participation of vulnerable urban groups in Mombasa,0.000292,2022.0,BMZ,no,Mombasa
161,1272.0,Kindia,Guinea,10.1154374,-13.1916883,"Le programme de promotion de la santé reproductive et familiale en Guinée s'inscrit dans la continuité de l'engagement de longue date de la coopération financière dans ce secteur. La propagation de l'épidémie d'Ebola en Guinée a mis en évidence les faiblesses du système de santé guinéen et les a encore aggravées. L'état désastreux de l'infrastructure, le sous-financement chronique, surtout dans les établissements de santé périphériques, ainsi que le manque de personnel qualifié comptent parmi les principaux problèmes. Cela se traduit par un mauvais état de santé de la population, en particulier dans le domaine de la santé reproductive. Œ ŒL'objectif du projet est d'augmenter l'offre et la demande de services de santé reproductive de qualité dans les régions du programme et d'améliorer ainsi la santé des mères et des nouveau-nés dans les régions du programme. Le groupe cible du projet est la population guinéenne dans les régions du programme, avec un accent sur les femmes en âge de procréer et les nouveau-nés. Œ ŒLe programme comprend trois composantes : la réhabilitation, l'extension et l'équipement des établissements de santé périphériques (composante infrastructure, composante 1) ; un mécanisme de financement basé sur la performance pour le remboursement des services de santé reproductive (fonds de remboursement, composante 2) ; des activités de sensibilisation et de communication ciblées pour accroître la demande de services de santé reproductive (composante 3). ŒCette nouvelle phase II du projet financera principalement le volet 1 (infrastructures et équipements) dans les régions de projet existantes de Kindia et Boké, en tenant compte des sites supplémentaires, ainsi que la poursuite des activités du volet 3 (sensibilisation et communication). Le volet II ne sera pas poursuivi. Œ ŒUn volume de financement de 15 millions d'euros est disponible pour cette phase II et la mise en oeuvre de cette phase est prévue pour une durée de quatre ans.",0.0,2022.0,BMZ,yes,Kindia
162,1282.0,Nairobi,Kenya ,,,"Support of resocialization measures for street girls in Nairobi, Kenya",0.00103465,2022.0,BMZ,no,Nairobi
163,1286.0,Sohag,Egypt,26.76246285,32.090993613434186,"Egypt is the world's largest importer of wheat, whilst importing 62% of its total wheat consumption (approximately 11.3 million tonnes) from Russia and Ukraine in 2020. The increases in food prices due to the COVID-19 pandemic and Russia's war of aggression against Ukraine thus threaten the food security of the Egyptian population, especially vulnerable households such as families with children. ŒThe project ""Building resilience and enhancing food security for vulnerable rural households in Egypt"" is implemented by the United Nations World Food Programme (WFP), which works closely with the Egyptian Ministries of Agriculture and Education, as well as the regional governments. The project aims to increase the food security of 15,000 vulnerable households and 20,000 smallholder farmers in the Sharkeya and Sohag governorates in Egypt. This is to be achieved through cash transfers for the poorest rural population in return for their children's school attendance and resilience building by increasing the productivity of wheat and other crops. The measures will be complemented by support for the national wheat fortification programme and the establishment of about 500 wheat producers' associations. The proposed interventions are aligned with the WFP Country Programme 2018-2023 for Egypt. ŒThe implementation of the project is expected to start in October 2022 with a scheduled implementation period of 18 months. The German contribution of EUR 20 million will be financed from the special initiative ""One World Without Hunger"" (SEWoH).",0.2,2022.0,BMZ,no,Sohag
