,Unnamed: 0,Index,Cities,Recipient Name,Lat,Lon,Long Description,Value,YEAR,duplicate_project,City,Donor Agency
2681,2681,33648.0,Colón,Honduras,15.714955150000002,-85.70235838804061,"Strengthening the social, productive and economic capacities of initiatives for food security and value chains in Colón and Gracias a Dios, Honduras",0.02245014,2020.0,no,Colón,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2682,2682,33649.0,Paraíso,Honduras,,,"Strengthening local leadership, food security and management of natural resources in the departement of Paraíso, Honduras",0.10410256,2020.0,no,Paraíso,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2683,2683,33650.0,San Miguelito,Honduras,13.75194515,-87.49198769883684,Enhancing rural development in communities of San Miguelito and La Libertad,0.02752137,2020.0,yes,San Miguelito,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2684,2684,33654.0,San Miguelito,Honduras,13.75194515,-87.49198769883684,Enhancing rural development and sustainable water use in San Miguelito and La Libertad communities,0.00348718,2020.0,yes,San Miguelito,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2685,2685,33655.0,Mexico City,Mexico,19.4326296,-99.1331785,Integrated community development processes and habitat improvements in Mexico City and Veracruz,0.00189815,2020.0,yes,Mexico City,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2686,2686,33656.0,Oaxaca,Mexico,17.0,-96.5,Full access of the indigenous peoples of Oaxaca to territories as a fundamental right,0.06520114,2020.0,no,Oaxaca,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2687,2687,33657.0,Guanajuato,Mexico,20.9876996,-101.0,Integrated community development in Guanajuato state,0.0072537,2020.0,no,Guanajuato,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2688,2688,33658.0,Oaxaca,Mexico,17.0,-96.5,Process of sustainable development in indigenous communities affected by natural desaster in Oaxaca and strengthening resilience in face of impacts from climate change.,0.02279601,2020.0,no,Oaxaca,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2689,2689,33659.0,Guanajuato,Mexico,20.9876996,-101.0,"Strengthening sustainable community development processes in Guanajuato, Mexico",0.04630769,2020.0,no,Guanajuato,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2690,2690,33660.0,Oaxaca,Mexico,17.0,-96.5,Sustainable rural development in the Mixteca region in Oaxaca,0.04684957,2020.0,no,Oaxaca,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2691,2691,33661.0,Veracruz,Mexico,19.333333,-96.666667,"Integrated rural development and protection of land rights in the regions of Los Tuxtlas and Tatahuicapan, Veracruz, Mexico",0.00226635,2020.0,no,Veracruz,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2692,2692,33662.0,Oaxaca,Mexico,17.0,-96.5,"Assessment and Accompaniment of indigenous communities and families within communities in five different regions within the state of Oaxaca, strengthening their resilience regarding land rights problems and climate crises and improvement of their agriculture conditions.",0.1998604,2020.0,no,Oaxaca,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2693,2693,33666.0,Mexico City,Mexico,19.4326296,-99.1331785,"Facilitation of social self-administration, habitat planning and exercise of rights in Mexico City, Sierra Norte de Puebla and in the State of Mexico",0.10864957,2020.0,yes,Mexico City,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2694,2694,33667.0,Chihuahua,Mexico,28.5000001,-106.0000001,"Promoting civic and social participation of youth at risk from poor neighborhoods of Ciudad Juarez, Chihuahua, Mexico",0.0237037,2020.0,no,Chihuahua,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2695,2695,33668.0,Veracruz,Mexico,19.333333,-96.666667,"Improvement of living conditions of rural communities by strengthening an integrated development in Veracruz, Mexico",0.03817094,2020.0,no,Veracruz,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2696,2696,33672.0,Ciudad Juárez,Mexico,31.7097961,-106.455581,"Strengthening social participation of young people living in poor quarters of Ciudad Juárez, Chihuahua, Mexico",0.04118519,2020.0,yes,Ciudad Juárez,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2697,2697,33674.0,Mexico City,Mexico,19.4326296,-99.1331785,Supporting the self-organisation and dignified living environment as well as compliance with human rights in Mexico City and Sierra Norte de Puebla,0.01041009,2020.0,yes,Mexico City,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2698,2698,33679.0,Oaxaca,Mexico,17.0,-96.5,Protection of human rights defenders in the federal state of Oaxaca,0.00390883,2020.0,no,Oaxaca,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2699,2699,33680.0,Oaxaca,Mexico,17.0,-96.5,Human rights based protection of indigenous and peansant territory in Oaxaca,0.02664046,2020.0,no,Oaxaca,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2700,2700,33689.0,Oaxaca,Mexico,17.0,-96.5,"Protection of human rights defenders in the federal state of Oaxaca, in Mexico",0.13278348,2020.0,no,Oaxaca,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2701,2701,33691.0,Oaxaca,Mexico,17.0,-96.5,Holisticl Protection of Human Rights in Oaxaca,0.02029288,2020.0,no,Oaxaca,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2702,2702,33694.0,Chihuahua,Mexico,28.5000001,-106.0000001,"Improving collective rights of indigenous people in the Sierra Tarahumara, Chihuahua",0.01675214,2020.0,no,Chihuahua,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2703,2703,33695.0,Puebla,Mexico,18.833333,-98.0,"Strengthening self-determination, land rights, right to water and the right to an intact environment in Jalisco and Sierra Norte de Puebla, Mexico",0.098849,2020.0,no,Puebla,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2704,2704,33697.0,Oaxaca,Mexico,17.0,-96.5,The aim of the project is to strengthen the institutional sustainability of the partner organisation Tequio Juridico in Oaxaca by purchasing an office building in which employees can work in an appropriate and secure environment. In the long term the project contributes to the strengthening of the indigenous rights movement in Oaxaca.,0.00228319,2020.0,yes,Oaxaca,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2705,2705,33698.0,Monterrey,Mexico,25.6802019,-100.315258,"Improving access to justice, information and compensation for victims of serious human rights violations in Monterrey, Mexico",0.04553846,2020.0,no,Monterrey,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2706,2706,33700.0,Oaxaca,Mexico,17.0,-96.5,"The project contributes to strengthening the enforceability of the rights of torture victims and human rights defenders in Oaxaca, Mexico through lobbying activities, workshops for human rights defenders, therapeutic support and legal assistance.",0.01151396,2020.0,no,Oaxaca,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2707,2707,33702.0,Chihuahua,Mexico,28.5000001,-106.0000001,"Protection of civil rights of women, family members of disappeared persons and human rights defenders in Chihuahua, Mexico",0.01179487,2020.0,no,Chihuahua,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2708,2708,33709.0,Morelia,Mexico,19.7027116,-101.1923818,The project aims to strengthen the institutional sustainability of the partner organisation in Morelia by purchasing an office building in which employees can work in an adequate and secure environment. The strengthening of our partner contributes in the long term to the consolidation of women's rights movements in Michoacán.,0.00142806,2020.0,no,Morelia,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2709,2709,33710.0,Veracruz,Mexico,19.333333,-96.666667,"Strengthening the organisation of women for the improvement of their rights and reduction of sexualised violence in the state of Veracruz, Mexico",0.07735613,2020.0,no,Veracruz,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2710,2710,33714.0,San Cristóbal,Mexico,16.735377,-92.63873,Promotion and defence of the rights of working children and youth in San Cristóbal de las Casas in Mexico,0.01595442,2020.0,no,San Cristóbal,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2711,2711,33715.0,Oaxaca,Mexico,17.0,-96.5,"Improvement of perspectives and living conditions of working children and youth in greater Oaxaca city, Mexico",0.00706553,2020.0,no,Oaxaca,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2712,2712,33717.0,San Andrés,Mexico,,,Further support of small scale farmers and promotion of food security in rural communities of San Andrés Tuxtla region,0.0034632,2020.0,no,San Andrés,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2713,2713,33718.0,Oaxaca,Mexico,17.0,-96.5,"Participative Development of Indigenous Territories, Oaxaca, Guerrero, Chiapas (Continuation)",0.10201026,2020.0,no,Oaxaca,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2714,2714,33722.0,León,Nicaragua,12.619767,-86.5918195,"Integrated social work for children and youth at risk in León, Managua, Nicaragua",0.04182336,2020.0,yes,León,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2715,2715,33723.0,Masaya,Nicaragua,12.0008289,-86.0513672,"Prevention of genderbased violence and HIV/Aids in Masaya, continuation",0.07933219,2020.0,no,Masaya,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2716,2716,33728.0,Chinandega,Nicaragua,12.8890816,-86.9577726,"Support of women, children and youth with the aim of enforcing their rights and considering the gender perspective in the department of Chinandega",0.01504274,2020.0,no,Chinandega,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2717,2717,33772.0,Buenos Aires,Argentina,-34.6075682,-58.4370894,Microfinancing and capacity buildung for vulnerable poulation in outer Buenos Aires and Chaco region,0.13255157,2020.0,no,Buenos Aires,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2718,2718,33777.0,Buenos Aires,Argentina,-34.6075682,-58.4370894,"Enhancing civil participation among the youth and promoting innovative cultural initiatives in city and region Buenos Aires, Argentina",0.00339159,2020.0,no,Buenos Aires,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2719,2719,33778.0,Salta,Argentina,-25.1076701,-64.3494964,Consolidation of strategies for the access to and utilisation of natural resources in indigenous and small scale farmer communities in Salta province,0.05324786,2020.0,no,Salta,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2720,2720,33782.0,Córdoba,Argentina,-31.4166867,-64.1834193,"Sustainable city development strengthen civic participation, self reliance in poor areas of Córdoba",0.00211517,2020.0,no,Córdoba,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2721,2721,33785.0,Buenos Aires,Argentina,-34.6075682,-58.4370894,"Influencing public decision making processes for better consideration of housing cooperatives in urban areas of Buenos Aires, Santa Fe and Patagonien",0.00362934,2020.0,yes,Buenos Aires,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2722,2722,33789.0,Buenos Aires,Argentina,-34.6075682,-58.4370894,"Supporting the personality development and self-determined life perspectives without violence of children, adolescents and women, Buenos Aires / Argentina",0.02724046,2020.0,no,Buenos Aires,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2723,2723,33790.0,Buenos Aires,Argentina,-34.6075682,-58.4370894,Protection and social work activities with children and teens in poor areas of greater Buenos Aires,0.13597037,2020.0,no,Buenos Aires,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2724,2724,33791.0,Córdoba,Argentina,-31.4166867,-64.1834193,"Sustainable urban development in the metropolitan area of Córdoba, Argentina, with a piloting character for Latin America",0.27350427,2020.0,no,Córdoba,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2725,2725,33792.0,Buenos Aires,Argentina,-34.6075682,-58.4370894,Establishment of sustainable and fair housing and living conditions by marginalised self-help groups in the western outskirts of Buenos Aires,0.19404558,2020.0,no,Buenos Aires,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2726,2726,33794.0,Oruro,Bolivia,-18.666667,-67.666667,"Strengthening civic participation for the defense of collective rights and protection of the environment in the department of Oruro, Bolivia",0.07692308,2020.0,no,Oruro,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2727,2727,33797.0,Oruro,Bolivia,-18.666667,-67.666667,"Protection of biodiversity through the promotion of a sustainable mining modell in Oruro and the north of Potosí, Bolivia",0.20780627,2020.0,yes,Oruro,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2728,2728,33805.0,Tarija,Bolivia,-21.583333,-63.833333,Local development and citizens participation in Tarija and Chaco region,0.0554416,2020.0,no,Tarija,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2729,2729,33814.0,Santa Cruz,Bolivia,-17.333333,-61.5,"Promotion of an inclusive city for indigenous and Afro-Bolivian population in Santa Cruz, Bolivia",0.02692308,2020.0,no,Santa Cruz,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2730,2730,33819.0,Tarija,Bolivia,-21.583333,-63.833333,"Support of political participation and economic rights of girls and women as well as prevention of sexual assault in the department of Tarija, Bolivia",0.0034188,2020.0,no,Tarija,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2731,2731,33821.0,Oruro,Bolivia,-18.666667,-67.666667,"Suppport of the poor population in claiming a transparent and just budget planning of the local government of Oruro, Bolivia",0.06273504,2020.0,no,Oruro,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2732,2732,33822.0,Cochabamba,Bolivia,-17.401245799999998,-66.16756808852,"Promotion of civic participation of women in the outskirts of Cochabamba, Bolivia",0.00740741,2020.0,no,Cochabamba,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2733,2733,33823.0,Santa Cruz,Bolivia,-17.333333,-61.5,"Strengthening civil society with regard to a participatory and transparent democracy in the Department of Santa Cruz, Bolivia",0.10350427,2020.0,no,Santa Cruz,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2734,2734,33828.0,Cochabamba,Bolivia,-17.401245799999998,-66.16756808852,"Strengthening human rights for children, youth and elderly people in Valle Alto de Cochabamba",0.02267806,2020.0,no,Cochabamba,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2735,2735,33835.0,Potosí,Bolivia,-20.666667,-66.666667,"Strengthening collective and individual rights of indigenous people and gender equality in the department of Potosí, Bolivia",0.06940171,2020.0,no,Potosí,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2736,2736,33836.0,Tarija,Bolivia,-21.583333,-63.833333,"Support of the Weenhayek people regarding their land rights and the development of sustainable economic projects in Tarija, Bolivia",0.01675214,2020.0,no,Tarija,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2737,2737,33842.0,Santa Cruz,Bolivia,-17.333333,-61.5,The project takes an integrated approach combining training and support measures for poor and / or violent women and young people to solve their immediate problems with the perspective of a sustainable improvement of the political-institutional and socio-economic framework conditions for women in Santa Cruz de la Sierra.,0.07613732,2020.0,no,Santa Cruz,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2738,2738,33847.0,Potosí,Bolivia,-20.666667,-66.666667,"Strengthening food security and civic participation of small family farmers in the municipality of Ckocha and outskirts of Potosí, Bolivia",0.06347578,2020.0,no,Potosí,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2739,2739,33849.0,Cochabamba,Bolivia,-17.401245799999998,-66.16756808852,"Strengthening integrated development of rural and suburban communities in the region of Cochabamba, Bolivia",0.1191453,2020.0,no,Cochabamba,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2740,2740,33852.0,Sucre,Bolivia,-19.0477251,-65.2594306,"Promotion of sustainable agriculture and gender-sensitive democratic organisational structures in the municipality of Zudáñez, Sucre, Bolivia",0.02871795,2020.0,no,Sucre,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2741,2741,33853.0,Cochabamba,Bolivia,-17.401245799999998,-66.16756808852,"Supporting food security and economic development in inter-Andean valleys of the departments of Cochabamba and Santa Cruz, Bolivia",0.08675214,2020.0,yes,Cochabamba,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2742,2742,33858.0,Cochabamba,Bolivia,-17.401245799999998,-66.16756808852,Promoting sustainable small-scale agriculture with emphasis on safeguarding natural resources in Cochabamba / Dept. Bolivia,0.0008679,2020.0,no,Cochabamba,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2743,2743,33860.0,Santa Rosa,Bolivia,,,"Support of sustainable family agriculture and economic development in the municipality of Santa Rosa del Abuna, Pando, Bolivia",0.08867236,2020.0,yes,Santa Rosa,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2744,2744,33861.0,Potosí,Bolivia,-20.666667,-66.666667,"Promotion of food security and political participation of small farmer families in the municipality of Ckochas and the outskirts of Potosí, Bolivia",0.01794872,2020.0,no,Potosí,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2745,2745,33863.0,Mizque,Bolivia,-18.037673400000003,-65.51191214851153,Support of ecological agriculture in the municipalities of Mizque in Cochabamba and Chayanta in the north of the department Potosí in Bolivia,0.09071225,2020.0,yes,Mizque,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2746,2746,33865.0,La Paz,Bolivia,-16.4955455,-68.1336229,"Integrated community development in the municipalities of Qollana and Achocalla in the archdiocese of La Paz, Bolivia",0.05270655,2020.0,no,La Paz,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2747,2747,33867.0,Tarija,Bolivia,-21.583333,-63.833333,"Support of a sustainable agriculture adapted to climate change and of marketing opportunities in the Department of Tarija, Bolivia",0.08201709,2020.0,no,Tarija,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2748,2748,33872.0,La Paz,Bolivia,-16.4955455,-68.1336229,"Support of an integrated and dynamic agriculture according to the integral life principles of the Alto Beni region, La Paz, Bolivia",0.0991339,2020.0,no,La Paz,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2749,2749,33882.0,La Paz,Bolivia,-16.4955455,-68.1336229,"Support of a sustainable intercultural development accross generations in the department of La Paz, Bolivia",0.02165242,2020.0,no,La Paz,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2750,2750,33886.0,Tarija,Bolivia,-21.583333,-63.833333,"Support of ecological agricultural production and marketing considering gender-equality aspects in the department of Tarija, Bolivia",0.01859259,2020.0,no,Tarija,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2751,2751,33895.0,Recife,Brazil,-8.0584933,-34.8848193,"Strengthening and Capacity Building for women and young people in marginalised urban districts, Pernambuco, Recife / Brazil, Continuation",0.06325983,2020.0,no,Recife,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2752,2752,33903.0,Paraná,Brazil,-24.4842187,-51.8148872,"Assesoar provides guidance and educational pedagogy and advocacy for teachers, apprentices, parents and community members in landscape schools and smallholder farms in southwestern Paraná to provide rural education.",0.18223818,2020.0,no,Paraná,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2753,2753,33909.0,Recife,Brazil,-8.0584933,-34.8848193,"Realisation of rights of people living with HIV/AIDS in greater Recife, Brasil",0.02871795,2020.0,no,Recife,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2754,2754,33922.0,Salvador,Brazil,-12.9822499,-38.4812772,"Securing land and housing rights in Salvador, Bahia",0.04558405,2020.0,no,Salvador,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2755,2755,33930.0,Rio Grande,Brazil,-32.0334252,-52.0991297,"Strengthening organisational capacities of marginalized communities in Caicó diocese, Rio Grande do Norte, Brazil",0.01367521,2020.0,no,Rio Grande,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2756,2756,33932.0,Natal,Brazil,-5.805398,-35.2080905,"Strengthening sustainable local development and securing socio economic rights in areas around Natal, Brazil",0.04792023,2020.0,no,Natal,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2757,2757,33935.0,Recife,Brazil,-8.0584933,-34.8848193,Enhancing urban development based on democratic decision making with grass root organisations in poverty stricken areas of Recife,0.07350427,2020.0,no,Recife,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2758,2758,33942.0,Salvador,Brazil,-12.9822499,-38.4812772,"Enhancing civic participation with reference to habitat rights in the area of Salvador, Brazil",0.03470085,2020.0,no,Salvador,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2759,2759,33945.0,Rio de Janeiro,Brazil,-22.9110137,-43.2093727,Improving civic participation and education in the areas of sanitary and food security in Rio de Janeiro,0.06102564,2020.0,no,Rio de Janeiro,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2760,2760,33956.0,Manaus,Brazil,-3.1316333,-59.9825041,Strengthening marginalised groups and their networking to claim their rights and to improve livelihoods in Manaus,0.00626781,2020.0,no,Manaus,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2761,2761,33964.0,Fortaleza,Brazil,-3.7304512,-38.5217989,"Increasing civic participation in the suburban area of Grande Bom Jardin, Fortaleza",0.07008547,2020.0,no,Fortaleza,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2762,2762,33965.0,Guarabira,Brazil,-6.8513982,-35.4915582,"Improving living conditions of women, youth and small scale farming households and their civic participation in Guarabira",0.06450142,2020.0,no,Guarabira,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2763,2763,33982.0,Manaus,Brazil,-3.1316333,-59.9825041,"Strengthening disadvantaged communities, among them indigenous people living in cities, to claim their rights in Manaus",0.13042735,2020.0,no,Manaus,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2764,2764,33989.0,Petrópolis,Brazil,-22.5075743,-43.1785356,Improving living conditions of victims of environmental catastrophes on human rights violations in Petrópolis,0.05487179,2020.0,no,Petrópolis,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2765,2765,34004.0,Santarém,Brazil,-2.438489,-54.699611,"Defending women rights and improving living conditions of small scale fisher and farmer families in the diocese of Santarém, Pará",0.04666667,2020.0,no,Santarém,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2766,2766,34005.0,Rio de Janeiro,Brazil,-22.9110137,-43.2093727,Promoting an alternative penal system for young delinquents andsecuring youth rights in Rio de Janeiro,0.05498575,2020.0,no,Rio de Janeiro,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2767,2767,34015.0,Marabá,Brazil,-5.3462821,-49.1007401,"Strengthening security of rights and empowering rural communities in Marabá region, Brazil",0.09034188,2020.0,no,Marabá,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2768,2768,34018.0,Rio Grande,Brazil,-32.0334252,-52.0991297,Promoting violence and strengthening advocacy for child and youth rights in Rio Grande do Norte,0.01435897,2020.0,no,Rio Grande,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2769,2769,34025.0,Salvador,Brazil,-12.9822499,-38.4812772,"Strengthening the rights of children and adolescents in marginalised neighborhoods of Salvador, continuation",0.05163989,2020.0,no,Salvador,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2770,2770,34027.0,Rio de Janeiro,Brazil,-22.9110137,-43.2093727,"Strengthening organisation and capacity building of traditional afrobrazilian grassroot groups, Bahia and Rio de Janeiro (continuation)",0.09300741,2020.0,no,Rio de Janeiro,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2771,2771,34039.0,Caruaru,Brazil,-8.2829702,-35.9722852,Strengthening resilience of children and youth living in precarious situations and working for appropriate child and youth policy in Caruaru,0.02683761,2020.0,no,Caruaru,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2772,2772,34041.0,Rio de Janeiro,Brazil,-22.9110137,-43.2093727,Strenghtening of civic initiatives in favelas of Rio de Janeiro regarding questions of public safety.,0.02051755,2020.0,no,Rio de Janeiro,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2773,2773,34052.0,Recife,Brazil,-8.0584933,-34.8848193,"Enhancing community based initiatives for violence prevention and improving living coditions in poverty stricken areas of Recife, Brazil",0.01675214,2020.0,no,Recife,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2774,2774,34053.0,Teresina,Brazil,-5.0896403,-42.809588,Strengthening small scale cooperatives and community based youth employment schemes at Teresina,0.01116809,2020.0,no,Teresina,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2775,2775,34057.0,Belo Horizonte,Brazil,-19.9225776,-43.9451356,"Strengthening territorial rights andi improving living conditions of communities in the metropolitan area of Belo Horizonte, Brazil",0.01136752,2020.0,no,Belo Horizonte,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2776,2776,34059.0,Porto Velho,Brazil,-8.7494525,-63.8735438,"Increasing sources of renewable energy and sustainable land use in three municipalities in Rondônia, Porto Velho / Brazil",0.02752137,2020.0,no,Porto Velho,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2777,2777,34060.0,Rio Grande,Brazil,-32.0334252,-52.0991297,The sectors of renewable energy and tourism / hospitality industry in the state of Rio Grande do Norte / Brazil accelerates and leads to the creation of additional jobs,0.34188034,2020.0,no,Rio Grande,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2778,2778,34063.0,Goiás,Brazil,-15.9323662,-50.1392928,Improving living conditions and resilience against climate change of rural communities in Goiás and Minas Gerais,0.02393162,2020.0,no,Goiás,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2779,2779,34067.0,Belo Horizonte,Brazil,-19.9225776,-43.9451356,"Promoting an ecological, solidary and sustainable urban region on the basis of agro-ecological production and marketing in and around Belo Horizonte",0.03290598,2020.0,no,Belo Horizonte,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2780,2780,34071.0,Bacabal,Brazil,-4.2318132,-44.781167,"Enhancing agro-ecological production of small scale farming households in Bacabal, Maranhao",0.0377208,2020.0,no,Bacabal,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2781,2781,34076.0,Pesqueira,Brazil,-8.3574471,-36.6968238,"Improvement of production and living conditions of small scale farmers in the diocese of Pesqueira, Pernambuco, Brazil",0.06376068,2020.0,no,Pesqueira,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2782,2782,34077.0,Rio Grande,Brazil,-32.0334252,-52.0991297,Strengthening legal certainty and resilience of small scale farmer households in semi-arid regions of Rio Grande do Norte,0.13903134,2020.0,no,Rio Grande,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2783,2783,34081.0,Goiás,Brazil,-15.9323662,-50.1392928,"Enhancin food souvereignity and improving income for the rural population in the Cerrado area of Goiás and Minas Gerais, Brazil",0.02586895,2020.0,no,Goiás,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2784,2784,34084.0,Paraná,Brazil,-24.4842187,-51.8148872,Strengthening resilience of small scale farming households against climate change and improving autonomy of women in Paraíba and Paraná,0.1165812,2020.0,no,Paraná,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2785,2785,34085.0,Campina Grande,Brazil,-7.2246743,-35.8771292,"Monitoring of public policies and advocating for more small scale farming households based agriculture in Campina Grande, Paraiba",0.05025641,2020.0,no,Campina Grande,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2786,2786,34091.0,Oriximiná,Brazil,-1.7669992,-55.868285,Enhancing rights of indigenous communities to guarantee sustainable livelihoods in Oriximiná and Obidos,0.00683761,2020.0,no,Oriximiná,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
2787,2787,34099.0,Paulo Afonso,Brazil,-9.3991006,-38.226711,"Advisory services for small scale agrarian land holders in the diocese of Paulo Afonso, Bahia",0.01931624,2020.0,no,Paulo Afonso,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung
